component_file,bad_value_found,replacement_value,route_profile_used,status
agents/agent_governance_003/agent_governance_003_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_004/agent_governance_004_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_005/agent_governance_005_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_006/agent_governance_006_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_007/agent_governance_007_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_008/agent_governance_008_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_009/agent_governance_009_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_governance_010/agent_governance_010_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]; outputs=[media_quality_gate_packet, lineage_packet]",media_quality_gate_profile,REPAIRED
agents/agent_kernel_001/agent_kernel_001_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_002/agent_kernel_002_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_003/agent_kernel_003_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_004/agent_kernel_004_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_005/agent_kernel_005_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_006/agent_kernel_006_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_007/agent_kernel_007_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_008/agent_kernel_008_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_009/agent_kernel_009_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_010/agent_kernel_010_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_011/agent_kernel_011_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_kernel_012/agent_kernel_012_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_001/agent_media_001_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_002/agent_media_002_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_003/agent_media_003_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_004/agent_media_004_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_005/agent_media_005_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_006/agent_media_006_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_007/agent_media_007_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_008/agent_media_008_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_009/agent_media_009_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_010/agent_media_010_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_011/agent_media_011_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_012/agent_media_012_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_013/agent_media_013_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_014/agent_media_014_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_015/agent_media_015_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_016/agent_media_016_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_017/agent_media_017_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_018/agent_media_018_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_019/agent_media_019_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_media_020/agent_media_020_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_001/agent_recovery_001_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_002/agent_recovery_002_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_003/agent_recovery_003_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_004/agent_recovery_004_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_005/agent_recovery_005_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_006/agent_recovery_006_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_007/agent_recovery_007_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_recovery_008/agent_recovery_008_agent.py,UNKNOWN_NEEDS_REVIEW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_001/agent_research_001_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_002/agent_research_002_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_003/agent_research_003_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_004/agent_research_004_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_005/agent_research_005_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_006/agent_research_006_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
agents/agent_research_007/agent_research_007_agent.py,TEMPLATE_ONLY_SHALLOW,"inputs=[topic_intake_packet, trend_signal_packet, source_evidence_packet]; outputs=[research_brief_packet, source_evidence_packet, claim_risk_packet]",research_synthesis_profile,REPAIRED
