file_path,change_state,category,notes
agents/agent_governance_005/agent_governance_005_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_governance_006/agent_governance_006_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_governance_007/agent_governance_007_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_governance_008/agent_governance_008_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_governance_009/agent_governance_009_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_governance_010/agent_governance_010_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_001/agent_kernel_001_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_002/agent_kernel_002_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_003/agent_kernel_003_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_004/agent_kernel_004_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_005/agent_kernel_005_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_006/agent_kernel_006_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_007/agent_kernel_007_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_008/agent_kernel_008_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_009/agent_kernel_009_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_010/agent_kernel_010_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_011/agent_kernel_011_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_kernel_012/agent_kernel_012_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_001/agent_media_001_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_002/agent_media_002_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_003/agent_media_003_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_004/agent_media_004_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_005/agent_media_005_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_006/agent_media_006_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_007/agent_media_007_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_008/agent_media_008_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_009/agent_media_009_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_010/agent_media_010_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_011/agent_media_011_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_012/agent_media_012_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_013/agent_media_013_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_014/agent_media_014_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_015/agent_media_015_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_016/agent_media_016_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_017/agent_media_017_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_018/agent_media_018_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_019/agent_media_019_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_media_020/agent_media_020_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_001/agent_recovery_001_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_002/agent_recovery_002_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_003/agent_recovery_003_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_004/agent_recovery_004_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_005/agent_recovery_005_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_006/agent_recovery_006_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_007/agent_recovery_007_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_recovery_008/agent_recovery_008_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_001/agent_research_001_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_002/agent_research_002_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_003/agent_research_003_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_004/agent_research_004_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_005/agent_research_005_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_006/agent_research_006_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_007/agent_research_007_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_008/agent_research_008_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_009/agent_research_009_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_010/agent_research_010_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_011/agent_research_011_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_012/agent_research_012_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_013/agent_research_013_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_014/agent_research_014_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_015/agent_research_015_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_016/agent_research_016_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_017/agent_research_017_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agent_research_018/agent_research_018_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/agni/agni_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/arjuna/arjuna_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/aruna/aruna_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/brahma/brahma_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/chanakya/chanakya_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/chandra/chandra_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/chitragupta/chitragupta_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/agent_class_matrix.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/director_authority_profiles.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/director_binding_matrix.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/production_agent_base.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/sub_agent_matrix.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/workflow_binding_contracts.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/common/workflow_sub_agent_base.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/durga/durga_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/ganesha/ganesha_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/garuda/garuda_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/hanuman/hanuman_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/indra/indra_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/kama/kama_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/krishna/krishna_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/kubera/kubera_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/narada/narada_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/nataraja/nataraja_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/parashara/parashara_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/ravana/ravana_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/saraswati/saraswati_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/shakti/shakti_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/shiva/shiva_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/tumburu/tumburu_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/valmiki/valmiki_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/varuna/varuna_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/vishnu/vishnu_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/vishwakarma/vishwakarma_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/vyasa/vyasa_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/yama/yama_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
agents/yudhishthira/yudhishthira_agent.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/DIRECTORS_05_TO_30_COMPLETE_SPECS.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/DIRECTORS_COMPLETE_REGISTRY.py,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/DIRECTOR_REGISTRY_MANIFEST.yaml,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/garuda.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/garuda_varuna_indra_summary.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/hanuman.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/indra.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/nataraja.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/cinematic/varuna.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/distribution/kama.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/distribution/saraswati.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/kernel/aruna.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/kernel/kubera.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/kernel/yama.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/production/agni.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/production/arjuna.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/production/maya.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/production/tumburu.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/production/vishwakarma.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/research/agastya.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/research/ganesha.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/research/parashara.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/research/valmiki.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/research/vyasa.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/strategy/chanakya.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/strategy/durga.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/strategy/narada.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/strategy/ravana.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/strategy/yudhishthira.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/supreme_vision/brahma.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/supreme_vision/krishna.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/supreme_vision/shakti.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/supreme_vision/shiva.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
directors/supreme_vision/vishnu.md,M,Historical/generated scaffolding,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
operator_harness/NON_CODEX_OPERATOR_TEST_PROTOCOL.md,M/derived,Operator harness,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
operator_harness/non_codex_operator_packet_template.json,M/derived,Operator harness,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
operator_harness/non_codex_operator_result_schema.json,M/derived,Operator harness,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/MAC_06_2A_COMPONENT_DEPTH_AUDIT_REPORT.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/article_to_shadow_upgrade_map.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/communication_pointer_gap_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/component_depth_inventory.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/final_component_gap_ledger.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/mac_06_2a_generation_summary.json,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2a_component_depth_audit/media_context_depth_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2b_component_contract_upgrade/MAC_06_2B_COMPONENT_CONTRACT_UPGRADE_PATCH_REPORT.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2b_component_contract_upgrade/component_patch_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2b_component_contract_upgrade/mac_06_2b_patch_generation_summary.json,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2b_component_contract_upgrade/registry_depth_patch_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/MAC_06_2C_COMPONENT_PATCH_VERIFICATION_REPORT.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/article_requirement_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/communication_pointer_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/component_depth_quality_audit.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/media_packet_contract_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/registry_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/route_manifest_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2c_patch_verification/validator_hardening_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/MAC_06_2D_COMPONENT_DEPTH_BLOCKER_REMEDIATION_PATCH_REPORT.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/article_pipeline_connection_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/component_registry_conflict_repair_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/generic_io_repair_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/pointer_id_repair_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_article_requirement_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_component_depth_quality_audit.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_registry_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_validator_hardening_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_mac06_2b_diff.patch,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_status.txt,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/template_only_component_repair_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2d_component_depth_blocker_remediation/unknown_component_resolution_table.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/MAC_06_2E_SHADOW_OS_NERVOUS_SYSTEM_VERIFICATION_REPORT.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/agent_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/codex_independent_gap_recommendations.md,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/communication_vein_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/director_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/final_shadow_os_nervous_system_gap_ledger.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/media_context_capability_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/repo_nervous_system_inventory.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/required_support_file_gap_ledger.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/script_quality_capability_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/skill_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
proofs/mac_06_2e_shadow_os_nervous_system_verification/subagent_depth_verification.csv,M/derived,Proofs,MAC-06.2B-2I patch stack plus 2J seal evidence/commit plan
