component_file,component_layer,component_id,pre_status,post_status,contract_block_added,io_schema_added,communication_pointer_added,validator_binding_added,fallback_added,provider_boundary_added,lineage_added,needs_human_review
agents/AGENT_RUNTIME_REGISTRY.yaml,AGENT,AGENT_RUNTIME_REGISTRY,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agastya/agastya_agent.py,AGENT,agastya_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_control_plane_001/agent_control_plane_001_agent.py,AGENT,agent_control_plane_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_control_plane_002/agent_control_plane_002_agent.py,AGENT,agent_control_plane_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_control_plane_003/agent_control_plane_003_agent.py,AGENT,agent_control_plane_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_control_plane_004/agent_control_plane_004_agent.py,AGENT,agent_control_plane_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_control_plane_005/agent_control_plane_005_agent.py,AGENT,agent_control_plane_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_evolution_001/agent_evolution_001_agent.py,AGENT,agent_evolution_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_evolution_002/agent_evolution_002_agent.py,AGENT,agent_evolution_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_evolution_003/agent_evolution_003_agent.py,AGENT,agent_evolution_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_evolution_004/agent_evolution_004_agent.py,AGENT,agent_evolution_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_evolution_005/agent_evolution_005_agent.py,AGENT,agent_evolution_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_001/agent_governance_001_agent.py,AGENT,agent_governance_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_002/agent_governance_002_agent.py,AGENT,agent_governance_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_003/agent_governance_003_agent.py,AGENT,agent_governance_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_004/agent_governance_004_agent.py,AGENT,agent_governance_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_005/agent_governance_005_agent.py,AGENT,agent_governance_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_006/agent_governance_006_agent.py,AGENT,agent_governance_006_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_007/agent_governance_007_agent.py,AGENT,agent_governance_007_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_008/agent_governance_008_agent.py,AGENT,agent_governance_008_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_009/agent_governance_009_agent.py,AGENT,agent_governance_009_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_governance_010/agent_governance_010_agent.py,AGENT,agent_governance_010_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_001/agent_kernel_001_agent.py,AGENT,agent_kernel_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_002/agent_kernel_002_agent.py,AGENT,agent_kernel_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_003/agent_kernel_003_agent.py,AGENT,agent_kernel_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_004/agent_kernel_004_agent.py,AGENT,agent_kernel_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_005/agent_kernel_005_agent.py,AGENT,agent_kernel_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_006/agent_kernel_006_agent.py,AGENT,agent_kernel_006_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_007/agent_kernel_007_agent.py,AGENT,agent_kernel_007_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_008/agent_kernel_008_agent.py,AGENT,agent_kernel_008_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_009/agent_kernel_009_agent.py,AGENT,agent_kernel_009_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_010/agent_kernel_010_agent.py,AGENT,agent_kernel_010_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_011/agent_kernel_011_agent.py,AGENT,agent_kernel_011_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_kernel_012/agent_kernel_012_agent.py,AGENT,agent_kernel_012_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_001/agent_media_001_agent.py,AGENT,agent_media_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_002/agent_media_002_agent.py,AGENT,agent_media_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_003/agent_media_003_agent.py,AGENT,agent_media_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_004/agent_media_004_agent.py,AGENT,agent_media_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_005/agent_media_005_agent.py,AGENT,agent_media_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_006/agent_media_006_agent.py,AGENT,agent_media_006_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_007/agent_media_007_agent.py,AGENT,agent_media_007_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_008/agent_media_008_agent.py,AGENT,agent_media_008_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_009/agent_media_009_agent.py,AGENT,agent_media_009_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_010/agent_media_010_agent.py,AGENT,agent_media_010_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_011/agent_media_011_agent.py,AGENT,agent_media_011_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_012/agent_media_012_agent.py,AGENT,agent_media_012_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_013/agent_media_013_agent.py,AGENT,agent_media_013_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_014/agent_media_014_agent.py,AGENT,agent_media_014_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_015/agent_media_015_agent.py,AGENT,agent_media_015_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_016/agent_media_016_agent.py,AGENT,agent_media_016_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_017/agent_media_017_agent.py,AGENT,agent_media_017_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_018/agent_media_018_agent.py,AGENT,agent_media_018_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_019/agent_media_019_agent.py,AGENT,agent_media_019_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_media_020/agent_media_020_agent.py,AGENT,agent_media_020_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,AGENT,agent_plugin_runtime_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,AGENT,agent_plugin_runtime_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,AGENT,agent_plugin_runtime_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,AGENT,agent_plugin_runtime_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_001/agent_recovery_001_agent.py,AGENT,agent_recovery_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_002/agent_recovery_002_agent.py,AGENT,agent_recovery_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_003/agent_recovery_003_agent.py,AGENT,agent_recovery_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_004/agent_recovery_004_agent.py,AGENT,agent_recovery_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_005/agent_recovery_005_agent.py,AGENT,agent_recovery_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_006/agent_recovery_006_agent.py,AGENT,agent_recovery_006_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_007/agent_recovery_007_agent.py,AGENT,agent_recovery_007_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_recovery_008/agent_recovery_008_agent.py,AGENT,agent_recovery_008_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/agent_research_001/agent_research_001_agent.py,AGENT,agent_research_001_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_002/agent_research_002_agent.py,AGENT,agent_research_002_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_003/agent_research_003_agent.py,AGENT,agent_research_003_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_004/agent_research_004_agent.py,AGENT,agent_research_004_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_005/agent_research_005_agent.py,AGENT,agent_research_005_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_006/agent_research_006_agent.py,AGENT,agent_research_006_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_007/agent_research_007_agent.py,AGENT,agent_research_007_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_008/agent_research_008_agent.py,AGENT,agent_research_008_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_009/agent_research_009_agent.py,AGENT,agent_research_009_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_010/agent_research_010_agent.py,AGENT,agent_research_010_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_011/agent_research_011_agent.py,AGENT,agent_research_011_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_012/agent_research_012_agent.py,AGENT,agent_research_012_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_013/agent_research_013_agent.py,AGENT,agent_research_013_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_014/agent_research_014_agent.py,AGENT,agent_research_014_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_015/agent_research_015_agent.py,AGENT,agent_research_015_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_016/agent_research_016_agent.py,AGENT,agent_research_016_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_017/agent_research_017_agent.py,AGENT,agent_research_017_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agent_research_018/agent_research_018_agent.py,AGENT,agent_research_018_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/agni/agni_agent.py,AGENT,agni_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/arjuna/arjuna_agent.py,AGENT,arjuna_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/aruna/aruna_agent.py,AGENT,aruna_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/brahma/brahma_agent.py,AGENT,brahma_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/chanakya/chanakya_agent.py,AGENT,chanakya_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/chandra/chandra_agent.py,AGENT,chandra_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/chitragupta/chitragupta_agent.py,AGENT,chitragupta_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/common/agent_class_matrix.py,AGENT,agent_class_matrix,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/common/director_authority_profiles.py,AGENT,director_authority_profiles,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/common/director_binding_matrix.py,AGENT,director_binding_matrix,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/common/production_agent_base.py,AGENT,production_agent_base,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/common/sub_agent_matrix.py,AGENT,sub_agent_matrix,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/common/workflow_binding_contracts.py,AGENT,workflow_binding_contracts,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
agents/common/workflow_sub_agent_base.py,AGENT,workflow_sub_agent_base,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/durga/durga_agent.py,AGENT,durga_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/ganesha/ganesha_agent.py,AGENT,ganesha_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/garuda/garuda_agent.py,AGENT,garuda_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/hanuman/hanuman_agent.py,AGENT,hanuman_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/indra/indra_agent.py,AGENT,indra_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/kama/kama_agent.py,AGENT,kama_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/krishna/krishna_agent.py,AGENT,krishna_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/kubera/kubera_agent.py,AGENT,kubera_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/narada/narada_agent.py,AGENT,Narada_Data_Ingestion_Agent_v2,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/nataraja/nataraja_agent.py,AGENT,nataraja_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
