registry_file,component_id,component_path,fields_added,path_exists,validator_binding_added,communication_pointer_added,status,notes
registries/component_contract_registry.yaml,agent_kernel_002_agent,agents/agent_kernel_002/agent_kernel_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_003_agent,agents/agent_kernel_003/agent_kernel_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_004_agent,agents/agent_kernel_004/agent_kernel_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_005_agent,agents/agent_kernel_005/agent_kernel_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_006_agent,agents/agent_kernel_006/agent_kernel_006_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_007_agent,agents/agent_kernel_007/agent_kernel_007_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_008_agent,agents/agent_kernel_008/agent_kernel_008_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_009_agent,agents/agent_kernel_009/agent_kernel_009_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_010_agent,agents/agent_kernel_010/agent_kernel_010_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_011_agent,agents/agent_kernel_011/agent_kernel_011_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_012_agent,agents/agent_kernel_012/agent_kernel_012_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_001_agent,agents/agent_media_001/agent_media_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_002_agent,agents/agent_media_002/agent_media_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_003_agent,agents/agent_media_003/agent_media_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_004_agent,agents/agent_media_004/agent_media_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_005_agent,agents/agent_media_005/agent_media_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_006_agent,agents/agent_media_006/agent_media_006_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_007_agent,agents/agent_media_007/agent_media_007_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_008_agent,agents/agent_media_008/agent_media_008_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_009_agent,agents/agent_media_009/agent_media_009_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_010_agent,agents/agent_media_010/agent_media_010_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_011_agent,agents/agent_media_011/agent_media_011_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_012_agent,agents/agent_media_012/agent_media_012_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_013_agent,agents/agent_media_013/agent_media_013_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_014_agent,agents/agent_media_014/agent_media_014_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_015_agent,agents/agent_media_015/agent_media_015_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_016_agent,agents/agent_media_016/agent_media_016_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_017_agent,agents/agent_media_017/agent_media_017_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_018_agent,agents/agent_media_018/agent_media_018_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_019_agent,agents/agent_media_019/agent_media_019_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_media_020_agent,agents/agent_media_020/agent_media_020_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_plugin_runtime_001_agent,agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_plugin_runtime_002_agent,agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_plugin_runtime_003_agent,agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_plugin_runtime_004_agent,agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_001_agent,agents/agent_recovery_001/agent_recovery_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_002_agent,agents/agent_recovery_002/agent_recovery_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_003_agent,agents/agent_recovery_003/agent_recovery_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_004_agent,agents/agent_recovery_004/agent_recovery_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_005_agent,agents/agent_recovery_005/agent_recovery_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_006_agent,agents/agent_recovery_006/agent_recovery_006_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_007_agent,agents/agent_recovery_007/agent_recovery_007_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_recovery_008_agent,agents/agent_recovery_008/agent_recovery_008_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_research_001_agent,agents/agent_research_001/agent_research_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
