registry_file,old_reference,new_reference,old_exists,new_exists,action,reason,evidence_source,status
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_430/cwf_430_sub_agent.py,subagents/cwf_430/cwf_430_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_440/cwf_440_sub_agent.py,subagents/cwf_440/cwf_440_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_510/cwf_510_sub_agent.py,subagents/cwf_510/cwf_510_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_520/cwf_520_sub_agent.py,subagents/cwf_520/cwf_520_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_530/cwf_530_sub_agent.py,subagents/cwf_530/cwf_530_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_610/cwf_610_sub_agent.py,subagents/cwf_610/cwf_610_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_620/cwf_620_sub_agent.py,subagents/cwf_620/cwf_620_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/cwf_630/cwf_630_sub_agent.py,subagents/cwf_630/cwf_630_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_000/wf_000_sub_agent.py,subagents/wf_000/wf_000_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_001/wf_001_sub_agent.py,subagents/wf_001/wf_001_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_010/wf_010_sub_agent.py,subagents/wf_010/wf_010_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_020/wf_020_sub_agent.py,subagents/wf_020/wf_020_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_021/wf_021_sub_agent.py,subagents/wf_021/wf_021_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_022/wf_022_sub_agent.py,subagents/wf_022/wf_022_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_023/wf_023_sub_agent.py,subagents/wf_023/wf_023_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_100/wf_100_sub_agent.py,subagents/wf_100/wf_100_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_200/wf_200_sub_agent.py,subagents/wf_200/wf_200_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_300/wf_300_sub_agent.py,subagents/wf_300/wf_300_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_400/wf_400_sub_agent.py,subagents/wf_400/wf_400_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_500/wf_500_sub_agent.py,subagents/wf_500/wf_500_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_600/wf_600_sub_agent.py,subagents/wf_600/wf_600_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,sub_agents/wf_900/wf_900_sub_agent.py,subagents/wf_900/wf_900_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/SUB_AGENT_RUNTIME_REGISTRY.yaml,subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_110/cwf_110_sub_agent.py,subagents/cwf_110/cwf_110_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_120/cwf_120_sub_agent.py,subagents/cwf_120/cwf_120_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_130/cwf_130_sub_agent.py,subagents/cwf_130/cwf_130_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_140/cwf_140_sub_agent.py,subagents/cwf_140/cwf_140_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_210/cwf_210_sub_agent.py,subagents/cwf_210/cwf_210_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_220/cwf_220_sub_agent.py,subagents/cwf_220/cwf_220_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_230/cwf_230_sub_agent.py,subagents/cwf_230/cwf_230_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_240/cwf_240_sub_agent.py,subagents/cwf_240/cwf_240_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_310/cwf_310_sub_agent.py,subagents/cwf_310/cwf_310_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_320/cwf_320_sub_agent.py,subagents/cwf_320/cwf_320_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_330/cwf_330_sub_agent.py,subagents/cwf_330/cwf_330_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_340/cwf_340_sub_agent.py,subagents/cwf_340/cwf_340_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_410/cwf_410_sub_agent.py,subagents/cwf_410/cwf_410_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_420/cwf_420_sub_agent.py,subagents/cwf_420/cwf_420_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_430/cwf_430_sub_agent.py,subagents/cwf_430/cwf_430_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_440/cwf_440_sub_agent.py,subagents/cwf_440/cwf_440_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_510/cwf_510_sub_agent.py,subagents/cwf_510/cwf_510_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_520/cwf_520_sub_agent.py,subagents/cwf_520/cwf_520_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_530/cwf_530_sub_agent.py,subagents/cwf_530/cwf_530_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_610/cwf_610_sub_agent.py,subagents/cwf_610/cwf_610_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_620/cwf_620_sub_agent.py,subagents/cwf_620/cwf_620_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/cwf_630/cwf_630_sub_agent.py,subagents/cwf_630/cwf_630_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_000/wf_000_sub_agent.py,subagents/wf_000/wf_000_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_001/wf_001_sub_agent.py,subagents/wf_001/wf_001_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_010/wf_010_sub_agent.py,subagents/wf_010/wf_010_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_020/wf_020_sub_agent.py,subagents/wf_020/wf_020_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_021/wf_021_sub_agent.py,subagents/wf_021/wf_021_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_022/wf_022_sub_agent.py,subagents/wf_022/wf_022_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_023/wf_023_sub_agent.py,subagents/wf_023/wf_023_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_100/wf_100_sub_agent.py,subagents/wf_100/wf_100_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_200/wf_200_sub_agent.py,subagents/wf_200/wf_200_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_300/wf_300_sub_agent.py,subagents/wf_300/wf_300_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_400/wf_400_sub_agent.py,subagents/wf_400/wf_400_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_500/wf_500_sub_agent.py,subagents/wf_500/wf_500_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_600/wf_600_sub_agent.py,subagents/wf_600/wf_600_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/sub_agent_matrix.json,sub_agents/wf_900/wf_900_sub_agent.py,subagents/wf_900/wf_900_sub_agent.py,false,true,REPAIRED_PATH,Confirmed folder mismatch: repo uses subagents/.,MAC-06.1P-A/P-B CHAIN-004,PASS
registries/agent_runtime_selection_index.yaml,agents/agastya.md,agents/agastya/agastya_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgastyaAgent.md,agents/agastya/agastya_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/named_director.md,agents/named_director.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/Deep Analysis | Insight Extraction.md,agents/Deep Analysis | Insight Extraction.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/agent_control_plane_001.md,agents/agent_control_plane_001/agent_control_plane_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentControlPlane001Agent.md,agents/agent_control_plane_001/agent_control_plane_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/control_plane.md,agents/control_plane.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/Neural Index Router | Routing Intelligence.md,agents/Neural Index Router | Routing Intelligence.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/agent_control_plane_002.md,agents/agent_control_plane_002/agent_control_plane_002_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentControlPlane002Agent.md,agents/agent_control_plane_002/agent_control_plane_002_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_control_plane_003.md,agents/agent_control_plane_003/agent_control_plane_003_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentControlPlane003Agent.md,agents/agent_control_plane_003/agent_control_plane_003_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_control_plane_004.md,agents/agent_control_plane_004/agent_control_plane_004_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentControlPlane004Agent.md,agents/agent_control_plane_004/agent_control_plane_004_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_control_plane_005.md,agents/agent_control_plane_005/agent_control_plane_005_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentControlPlane005Agent.md,agents/agent_control_plane_005/agent_control_plane_005_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_evolution_001.md,agents/agent_evolution_001/agent_evolution_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentEvolution001Agent.md,agents/agent_evolution_001/agent_evolution_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/evolution.md,agents/evolution.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/Operations | Distribution | Optimization.md,agents/Operations | Distribution | Optimization.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
registries/agent_runtime_selection_index.yaml,agents/agent_evolution_002.md,agents/agent_evolution_002/agent_evolution_002_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentEvolution002Agent.md,agents/agent_evolution_002/agent_evolution_002_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_evolution_003.md,agents/agent_evolution_003/agent_evolution_003_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentEvolution003Agent.md,agents/agent_evolution_003/agent_evolution_003_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_evolution_004.md,agents/agent_evolution_004/agent_evolution_004_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentEvolution004Agent.md,agents/agent_evolution_004/agent_evolution_004_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_evolution_005.md,agents/agent_evolution_005/agent_evolution_005_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentEvolution005Agent.md,agents/agent_evolution_005/agent_evolution_005_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/agent_governance_001.md,agents/agent_governance_001/agent_governance_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/AgentGovernance001Agent.md,agents/agent_governance_001/agent_governance_001_agent.py,false,true,REPAIRED_PATH,Stale agents/*.md path mapped to existing Python agent file by slug/class match.,MAC-06.1P-A/P-B CHAIN-003,PASS
registries/agent_runtime_selection_index.yaml,agents/governance.md,agents/governance.md,false,false,DISABLED_MISSING_FILE,No obvious existing Python agent replacement found; entry left non-active.,MAC-06.1P-A/P-B CHAIN-003,DISABLED_MISSING_FILE
