file_path,classification,reason,allowlisted_runtime_file,keyword_candidate_reviewed
agents/agent_kernel_003/agent_kernel_003_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_004/agent_kernel_004_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_005/agent_kernel_005_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_006/agent_kernel_006_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_007/agent_kernel_007_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_008/agent_kernel_008_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_009/agent_kernel_009_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_010/agent_kernel_010_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_011/agent_kernel_011_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_kernel_012/agent_kernel_012_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_001/agent_media_001_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_002/agent_media_002_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_003/agent_media_003_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_004/agent_media_004_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_005/agent_media_005_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_006/agent_media_006_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_007/agent_media_007_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_008/agent_media_008_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_009/agent_media_009_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_010/agent_media_010_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_011/agent_media_011_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_012/agent_media_012_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_013/agent_media_013_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_014/agent_media_014_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_015/agent_media_015_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_016/agent_media_016_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_017/agent_media_017_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_018/agent_media_018_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_019/agent_media_019_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_media_020/agent_media_020_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_001/agent_recovery_001_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_002/agent_recovery_002_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_003/agent_recovery_003_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_004/agent_recovery_004_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_005/agent_recovery_005_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_006/agent_recovery_006_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_007/agent_recovery_007_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_recovery_008/agent_recovery_008_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_001/agent_research_001_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_002/agent_research_002_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_003/agent_research_003_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_004/agent_research_004_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_005/agent_research_005_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_006/agent_research_006_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_007/agent_research_007_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_008/agent_research_008_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_009/agent_research_009_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_010/agent_research_010_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_011/agent_research_011_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_012/agent_research_012_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_013/agent_research_013_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_014/agent_research_014_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_015/agent_research_015_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_016/agent_research_016_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_017/agent_research_017_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agent_research_018/agent_research_018_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/agni/agni_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/arjuna/arjuna_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/aruna/aruna_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/brahma/brahma_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/chanakya/chanakya_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/chandra/chandra_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/chitragupta/chitragupta_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/agent_class_matrix.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/director_authority_profiles.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/director_binding_matrix.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/production_agent_base.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/sub_agent_matrix.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/workflow_binding_contracts.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/common/workflow_sub_agent_base.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/durga/durga_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/ganesha/ganesha_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/garuda/garuda_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/hanuman/hanuman_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/indra/indra_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/kama/kama_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/krishna/krishna_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/kubera/kubera_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/narada/narada_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/nataraja/nataraja_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/parashara/parashara_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/ravana/ravana_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/saraswati/saraswati_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/shakti/shakti_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/shiva/shiva_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/tumburu/tumburu_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/valmiki/valmiki_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/varuna/varuna_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/vishnu/vishnu_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/vishwakarma/vishwakarma_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
agents/vyasa/vyasa_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/yama/yama_agent.py,ACTIVE_RUNTIME_ENFORCEMENT,selected script-route propagation allowlist,true,true
agents/yudhishthira/yudhishthira_agent.py,NOT_APPLICABLE_WITH_REASON,runtime actor is not selected by the script-generation propagation allowlist,false,true
archive_reference/README.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/EXPORT_MANIFEST.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/EXPORT_MANIFEST.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/FINAL_EXPORT_VERIFICATION_REPORT.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/README.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/SHA256SUMS_SANITIZED_REFERENCE.txt,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/WORKFLOW_33_DB_ONLY_CLASSIFICATION_LOCK.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/WORKFLOW_33_DB_ONLY_CLASSIFICATION_LOCK.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/inventory/n8n_database_schema_snapshot.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/inventory/n8n_table_inventory.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/inventory/workflow_inventory_full.csv,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/inventory/workflow_inventory_full.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/inventory/workflow_inventory_full.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/private_notes_DO_NOT_COMMIT/creation_summary.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_class/n8n_imported_templates.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_class/shadow_empire_canonical.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_class/unknown.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_class/user_imported_templates.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_class/utility.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_source_guess/non_shadow.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_source_guess/shadow.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_source_guess/unknown.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_status/active.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_status/archived.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_by_status/inactive.md,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_YouTube_analytics_agent_Comment_analyzer_insights_reporter__eAYVX6zLUIVEuJiG.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_YouTube_trend_finder_based_on_niche__J7rC466LserURUoG.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube_2__gymxRXpGgeSakr3J.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube__QnYM048NZQ2el0ti.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_powered_YouTube_video_summarization_analysis__RJZfWpTnerY8dTXY.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/AI_powered_short_form_video_generator_with_OpenAI_Flux_Kling_and_ElevenLabs__b3BIpRhfUUIf5Oco.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/Automate_AI_news_videos_with_GPT_4o_Heygen_Avatars_and_Blotato__J4Gmv5gkkSkjweaS.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/Automate_AI_video_creation_multi_platform_publishing_with_Gemini_Creatomate__BqdEJfWweWhV3VrP.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/Automate_Multi_Platform_Social_Media_Content_Creation_with_AI_2__2HngibnKQxBY11OP.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/Automate_Multi_Platform_Social_Media_Content_Creation_with_AI__sbhS1zacj7Mje78U.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/Automated_YouTube_video_scheduling_AI_metadata_generation__AHAk7SsgfgB98aMo.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_110_Topic_Discovery_Canonical__kDa9U4UqGWlG6g3O.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_120_Topic_Qualification_Canonical__t1OGMmjxWkI9X7H6.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_130_Topic_Scoring_Canonical__aMuFbh7x41Ztpdp4.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_140_Research_Synthesis_Canonical__K8ffUF0eWIXiiQE8.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_210_Script_Generation_Canonical__JkqH3MB9n7IWUSmT.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_220_Script_Debate_Canonical__tzQPxC5HChpoevbL.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
archive_reference/n8n_full_environment_reference_20260518_v8/workflow_export_raw_private_DO_NOT_COMMIT/CWF_230_Script_Refinement_Canonical__JoLoaeTOdoe5c3ve.json,NOT_APPLICABLE_WITH_REASON,keyword match outside selected script-route runtime scope,false,true
